Date,Price,Open,High,Low,Vol.,Change %
"Jul 24, 2015",265.41,267.38,271.09,263.92,2.84M,-0.67%
"Jul 23, 2015",267.2,269.65,269.9,265.27,2.23M,-0.25%
"Jul 22, 2015",267.87,261.27,269.44,260.86,3.10M,0.41%
"Jul 21, 2015",266.77,270.05,273.5,266.55,6.11M,-5.49%
"Jul 20, 2015",282.26,275,286.65,272.54,4.98M,2.77%
"Jul 17, 2015",274.66,272.5,275.54,268.25,5.00M,2.99%
"Jul 16, 2015",266.68,264.22,267.2,263.16,1.62M,1.35%
"Jul 15, 2015",263.14,266.74,267.49,262.08,2.02M,-0.94%
"Jul 14, 2015",265.65,262.1,265.99,260.51,1.91M,1.33%
"Jul 13, 2015",262.16,262.25,262.55,256.05,2.96M,1.16%
"Jul 10, 2015",259.15,262.22,263,257.82,2.61M,0.48%
"Jul 09, 2015",257.92,259.08,262.95,256.79,3.33M,1.16%
"Jul 08, 2015",254.96,259.32,260.8,254.31,6.22M,-4.82%
"Jul 07, 2015",267.88,275,275.2,260.77,6.11M,-4.23%
"Jul 06, 2015",279.72,278.88,281.69,276.3,4.12M,-0.11%
"Jul 02, 2015",280.02,280.19,282.45,273.31,7.16M,4.04%
"Jul 01, 2015",269.15,271.11,272.62,267.85,2.10M,0.33%
"Jun 30, 2015",268.26,264.8,270.92,264,3.09M,2.38%
"Jun 29, 2015",262.02,261.95,265.95,260.7,3.48M,-1.90%
"Jun 26, 2015",267.09,268.89,269.11,266,3.84M,-0.63%
"Jun 25, 2015",268.79,266.45,271.41,265.25,2.85M,1.37%
"Jun 24, 2015",265.17,266.98,267.35,263.72,2.41M,-0.93%
"Jun 23, 2015",267.67,260.32,268,258.57,3.87M,3.03%
"Jun 22, 2015",259.79,262.15,264.4,255.69,4.56M,-1.04%
"Jun 19, 2015",262.51,262.4,263.8,260.1,2.46M,0.24%
"Jun 18, 2015",261.89,262,263.46,260.02,2.78M,0.57%
"Jun 17, 2015",260.41,252.17,264.36,252.02,5.51M,2.88%
"Jun 16, 2015",253.12,250.13,253.44,249.09,1.98M,1.09%
"Jun 15, 2015",250.38,249.7,251.28,246.01,2.19M,-0.12%
"Jun 12, 2015",250.69,250.21,253.46,250.21,1.42M,-0.29%
"Jun 11, 2015",251.41,253.26,254.37,250.43,2.04M,0.28%
"Jun 10, 2015",250.7,251.9,254,248.5,3.45M,-2.07%
"Jun 09, 2015",256,255.4,257.74,254.14,2.61M,-0.11%
"Jun 08, 2015",256.29,250.85,258.75,250.31,5.02M,2.87%
"Jun 05, 2015",249.14,246,249.7,245.68,3.02M,1.31%
"Jun 04, 2015",245.92,247.5,249.3,245.71,2.45M,-1.23%
"Jun 03, 2015",248.99,248.2,250.72,247.01,1.78M,0.26%
"Jun 02, 2015",248.35,248.92,249.4,246.3,2.13M,-0.44%
"Jun 01, 2015",249.45,251.41,251.6,247.47,2.51M,-0.54%
"May 29, 2015",250.8,251,252.87,249.43,3.79M,-0.26%
"May 28, 2015",251.45,247.03,251.8,245.05,3.65M,1.62%
"May 27, 2015",247.43,248.51,249.5,245.55,3.41M,-0.01%
"May 26, 2015",247.46,247.68,252,246.5,3.50M,-0.11%
"May 22, 2015",247.73,245.38,248.6,245.01,2.22M,0.86%
"May 21, 2015",245.62,243.03,246.62,242.36,1.97M,0.52%
"May 20, 2015",244.35,247.13,247.74,241.37,3.76M,-1.13%
"May 19, 2015",247.14,248.43,251,246.15,3.67M,-0.65%
"May 18, 2015",248.75,247,249.9,246,3.35M,-0.04%
"May 15, 2015",248.84,243.93,249.4,242.5,4.53M,1.94%
"May 14, 2015",244.1,244.82,244.89,241.25,2.90M,0.38%
"May 13, 2015",243.18,247.61,248.3,242.25,5.44M,-0.64%
"May 12, 2015",244.74,240.11,246.35,238.19,6.36M,2.19%
"May 11, 2015",239.49,236.29,242.88,235.31,5.67M,1.22%
"May 08, 2015",236.61,235.99,238.41,233.7,4.67M,-0.08%
"May 07, 2015",236.8,221,237.48,220.25,9.46M,2.76%
"May 06, 2015",230.43,234.1,234.47,228.2,5.27M,-1.08%
"May 05, 2015",232.95,237.76,239.5,229.13,5.80M,1.06%
"May 04, 2015",230.51,228.18,234.73,227.11,4.43M,1.98%
"May 01, 2015",226.03,229.94,231.77,220.41,5.28M,-0.01%
"Apr 30, 2015",226.05,230.39,232.89,225.17,3.91M,-2.75%
"Apr 29, 2015",232.45,230.05,234.97,227.63,3.94M,0.85%
"Apr 28, 2015",230.48,234.75,235.5,228.03,6.09M,-0.46%
"Apr 27, 2015",231.55,222.56,238.75,222,11.67M,6.01%
"Apr 24, 2015",218.43,220.5,220.8,218.01,2.43M,-0.08%
"Apr 23, 2015",218.6,218.27,221.48,217.15,4.41M,-0.38%
"Apr 22, 2015",219.44,212.5,221.88,211.69,7.86M,4.79%
"Apr 21, 2015",209.41,205.8,210.75,204.31,3.43M,2.02%
"Apr 20, 2015",205.27,206.78,207.85,203.85,2.56M,-0.74%
"Apr 17, 2015",206.79,204.99,206.88,203.5,2.47M,0.04%
"Apr 16, 2015",206.7,207.7,209.17,206.29,1.66M,-0.54%
"Apr 15, 2015",207.83,207.46,209.59,206.6,1.95M,0.18%
"Apr 14, 2015",207.46,208.57,209.49,205.5,3.03M,-1.11%
"Apr 13, 2015",209.78,210.44,213,209.05,3.76M,-0.53%
"Apr 10, 2015",210.9,209.85,211.65,209,4.07M,0.39%
"Apr 09, 2015",210.09,208.43,210.37,206.12,3.80M,1.17%
"Apr 08, 2015",207.67,208.2,210.9,205.87,6.30M,2.17%
"Apr 07, 2015",203.25,202.51,205.06,201.14,4.35M,0.07%
"Apr 06, 2015",203.1,198,207.75,197.5,12.46M,6.34%
"Apr 02, 2015",191,190.23,193.23,190,5.01M,1.82%
"Apr 01, 2015",187.59,188.7,192.3,186.05,3.79M,-0.63%
"Mar 31, 2015",188.77,193.53,193.76,188.41,5.03M,-0.94%
"Mar 30, 2015",190.57,185.85,192.25,181.8,10.09M,3.01%
"Mar 27, 2015",185,189.07,189.29,181.4,8.60M,-2.84%
"Mar 26, 2015",190.41,193.92,194.79,189.7,4.13M,-2.00%
"Mar 25, 2015",194.3,198.27,198.59,192.7,5.73M,-3.68%
"Mar 24, 2015",201.72,201.58,203.79,199.75,3.65M,1.05%
"Mar 23, 2015",199.63,198.5,200.5,197.47,2.63M,0.78%
"Mar 20, 2015",198.08,197.45,198.99,195.62,4.27M,1.24%
"Mar 19, 2015",195.65,202,204.59,194.53,8.48M,-2.52%
"Mar 18, 2015",200.71,194.96,200.88,193.11,4.82M,3.07%
"Mar 17, 2015",194.73,195.43,198.71,193.94,4.89M,-0.50%
"Mar 16, 2015",195.7,192,195.91,189.8,5.63M,3.72%
"Mar 13, 2015",188.68,188.95,191.75,187.32,5.43M,-1.25%
"Mar 12, 2015",191.07,193.75,194.45,189.75,4.15M,-1.38%
"Mar 11, 2015",193.74,191.15,196.18,191.01,4.97M,1.80%
"Mar 10, 2015",190.32,188.46,193.5,187.6,5.58M,-0.29%
"Mar 09, 2015",190.88,194.39,194.49,188.25,6.74M,-1.55%
"Mar 06, 2015",193.88,199.21,200.75,192.15,6.71M,-3.36%
"Mar 05, 2015",200.63,202.85,206.19,200.15,4.88M,-0.89%
"Mar 04, 2015",202.44,199.25,202.52,197.21,4.22M,1.44%
"Mar 03, 2015",199.56,196.81,200.24,195.32,4.43M,1.14%
"Mar 02, 2015",197.32,202.7,203.34,195.82,7.92M,-2.96%
"Feb 27, 2015",203.34,206.9,208.55,202.8,3.88M,-1.86%
"Feb 26, 2015",207.19,204,211.09,202.22,6.47M,1.68%
"Feb 25, 2015",203.76,204.94,207.14,202.58,3.91M,-0.17%
"Feb 24, 2015",204.11,207.29,207.29,201.7,6.60M,-1.56%
"Feb 23, 2015",207.34,215.66,218.2,206.33,8.50M,-4.50%
"Feb 20, 2015",217.11,210.78,217.6,209.81,5.98M,2.55%
"Feb 19, 2015",211.71,205,212.44,203.75,5.15M,3.55%
"Feb 18, 2015",204.46,204.17,206.17,202.6,2.71M,0.05%
"Feb 17, 2015",204.35,205.7,205.7,201.5,3.98M,0.28%
"Feb 13, 2015",203.77,202.9,205.99,200.91,6.19M,0.44%
"Feb 12, 2015",202.88,193.57,203.09,193.28,15.65M,-4.66%
"Feb 11, 2015",212.8,212.21,214.74,207.28,9.77M,-1.61%
"Feb 10, 2015",216.29,217.55,220.5,215,5.39M,-0.55%
"Feb 09, 2015",217.48,215.38,217.93,211.99,3.47M,0.06%
"Feb 06, 2015",217.36,222,223.4,216.5,3.24M,-1.64%
"Feb 05, 2015",220.99,219.88,225.48,219.64,3.52M,1.12%
"Feb 04, 2015",218.55,218.29,221.48,216.8,3.31M,0.09%
"Feb 03, 2015",218.36,213.22,220.37,211.27,4.83M,3.52%
"Feb 02, 2015",210.94,203.97,211.95,203.3,4.15M,3.61%
"Jan 30, 2015",203.6,203.96,207.47,203,3.01M,-0.78%
"Jan 29, 2015",205.2,201.07,205.98,196.5,3.55M,2.92%
"Jan 28, 2015",199.37,206.11,206.37,198.42,3.15M,-3.21%
"Jan 27, 2015",205.98,204.42,208.03,203.3,2.78M,-0.28%
"Jan 26, 2015",206.55,201.83,208.62,201.05,3.23M,2.61%
"Jan 23, 2015",201.29,200.29,203.5,198.33,3.44M,-0.16%
"Jan 22, 2015",201.62,197,203.24,195.2,4.12M,2.57%
"Jan 21, 2015",196.57,189.55,198.68,189.51,4.15M,2.42%
"Jan 20, 2015",191.93,193.87,194.12,187.04,4.50M,-0.59%
"Jan 16, 2015",193.07,190.7,194.49,189.65,3.60M,0.63%
"Jan 15, 2015",191.87,194.49,195.75,190,5.22M,-0.43%
"Jan 14, 2015",192.69,185.83,195.2,185,11.55M,-5.66%
"Jan 13, 2015",204.25,203.32,207.61,200.91,4.48M,1.01%
"Jan 12, 2015",202.21,203.05,204.47,199.25,5.95M,-2.15%
"Jan 09, 2015",206.66,208.92,209.98,204.96,4.67M,-1.88%
"Jan 08, 2015",210.62,212.81,213.8,210.01,3.44M,-0.16%
"Jan 07, 2015",210.95,213.35,214.78,209.78,2.97M,-0.16%
"Jan 06, 2015",211.28,210.06,214.2,204.21,6.26M,0.57%
"Jan 05, 2015",210.09,214.55,216.5,207.16,5.37M,-4.20%
"Jan 02, 2015",219.31,222.87,223.25,213.26,4.76M,-1.39%
